SMILES	JNK1	JNK2	JNK3	FA7
[nH]1c(nc(c1)c1[nH]cnc1C1CCN(C)CC1)c1[nH]c(cn1)c1cc(c(F)cc1)F	7.9	9.5	7.9	8.2
[nH]1c(ncc1c1ccccc1F)c1n(c(cn1)c1ncncc1Cl)c1c2CC3C(=C(O)C4(O)C(=O)C(=C(O)CC4C3)C(=O)N)C(=O)c2c(O)cc1	10.2	9.5	10.2	8.5
[nH]1c(nc(c1CN1C(=O)C(=NO)c2c1ccc(c2)F)c1[nH]cnc1)c1[nH]c(cn1)c1cc(F)cc2c1OCOC2	9.1	10.3	9.1	10.4
[nH]1c(nc(c1)c1[nH]cnc1)c1n(c(cn1)CC(=O)NC)CC(=O)N	6.0	7.2	6.0	7.1
[nH]1c(nc(c1c1cnc2ccccn12)c1nc[nH]c1)c1[nH]cc(n1)c1cnc2ccccc2c1	8.8	10.2	8.8	8.7
[nH]1c(nc(c1c1[nH]cnc1c1ccc(Br)o1)c1[nH]ccn1)c1[nH]ccn1	7.1	6.9	7.1	7.9
[nH]1c(nc(c1c1[nH]ccn1)c1[nH]cnc1)c1[nH]cc(n1)CN1C(=O)C(=NO)c2c1cccc2C=Cc1ccccc1	9.8	8.3	9.8	8.5
[nH]1c(nc(c1)c1[nH]c(nc1)c1cnc2ccccn12)c1[nH]cc(n1)c1ccc(S(=O)=O)cc1	7.9	9.2	7.9	8.1
n1(c(nc(c1)c1n(ccn1)c1cccc2ncccc12)c1[nH]ccn1)c1[nH]c2c(n1)cncn2	8.6	10.2	8.6	8.6
[nH]1c(nc(c1)c1n(cc(n1)CC1CC1)c1ccc(I)cc1Cl)c1[nH]ccn1	6.8	7.8	6.8	7.5
n1(c(nc(c1)c1[nH]ccn1)c1[nH]cc(n1)C(=O)NO)C1CCNCC1	6.6	7.4	6.6	8.5
[nH]1c(nc(c1)c1nc[nH]c1)c1[nH]cc(n1)c1[nH]cc(c1)CC(=O)NC	7.3	7.7	7.3	6.7
[nH]1c(nc(c1)c1[nH]ccn1)c1n(c(cn1)CS(=O)(=O)C)CCO	5.4	5.9	5.4	6.6
[nH]1c(nc(c1)c1[nH]c(cn1)c1cc(F)cc2c1OCOC2)c1n(ccn1)c1cc(ccc1F)Cl	8.4	8.8	8.4	8.0
n1(c(ncc1)c1n(c(cn1)C1CCN(C)CC1)C1C(=C(C(=O)C2(C(=C3C(Cc4c(c(O)ccc4)C3=O)CC12)O)O)C(=O)N)O)c1c(F)cc(F)cc1F	7.3	9.4	7.3	9.0
[nH]1c(ncc1c1ccc2[nH]nc(c2c1)c1ccc(Cl)c(Cl)c1)c1n(ccn1)c1c2CC3C(=C(O)C4(O)C(=O)C(=C(O)CC4C3)C(=O)N)C(=O)c2c(O)cc1	10.2	10.9	10.2	8.2
[nH]1c(nc(c1)c1[nH]c(cn1)c1cc(c(F)cc1)F)c1[nH]c(cn1)c1cc(c(F)cc1)F	9.5	9.5	9.5	8.7
[nH]1c(ncc1c1[nH]cc(n1)C1CCN(C)CC1)c1[nH]cc(n1)CC(=O)NC	6.9	7.8	6.9	7.1
n1(c(nc(c1C(=O)N)CNC=O)c1[nH]ccn1)C1C(=C(C(=O)C2(C(=C3C(Cc4c(c(O)ccc4)C3=O)CC12)O)O)C(=O)N)O	6.7	8.8	6.7	7.8
[nH]1c(nc(c1c1ncc(cc1)C#N)c1nc([nH]c1)c1cnc2ccccc2c1)c1[nH]ccn1	7.1	8.5	7.1	9.2
[nH]1c(nc(c1c1cc(c(F)cc1)F)c1[nH]cc(n1)C(=O)NO)c1[nH]ccn1	7.5	9.1	7.5	9.4
[nH]1c(nc(c1)c1[nH]cnc1)c1[nH]c(cn1)CN1C(=O)C(=NO)c2c1cccc2CN1C(=O)C(=NO)c2c1cccc2	9.3	10.9	9.3	9.0
[nH]1c(nc(c1)c1n(cc(n1)c1ccc(Br)o1)c1cccc(F)c1)c1[nH]ccn1	7.9	9.3	7.9	9.1
[nH]1c(ncc1c1cc(c(F)cc1)F)c1n(ccn1)c1c2CC3C(=C(O)C4(O)C(=O)C(=C(O)C(C4C3)n3c4ncnc(N)c4nc3)C(=O)N)C(=O)c2c(O)cc1	9.6	11.0	9.6	10.3
[nH]1c(nc(c1)c1[nH]c(nc1)CCCN(C)C)c1[nH]cc(n1)C1OCC(C1O)O	7.6	7.2	7.6	5.9
[nH]1c(nc(c1c1c[nH]c2ccccc12)c1[nH]cc(n1)c1n[nH]cn1)c1[nH]ccn1	7.5	8.3	7.5	9.1
[nH]1c(ncc1c1n(ccn1)C1CCC(O)CC1)c1[nH]c(cn1)c1[nH]ccn1	7.4	7.8	7.4	7.9
n1(c(ncc1)c1n(c(cn1)C(=O)N)c1c2CC3C(=C(O)C4(O)C(=O)C(=C(O)CC4C3)C(=O)N)C(=O)c2c(O)cc1)CC(O)C	7.9	8.6	7.9	7.6
[nH]1c(nc(c1)c1n(c(cn1)C(=O)NCC)c1c2c(ncn1)[nH]cc2)c1[nH]ccn1	7.5	8.0	7.5	7.7
[nH]1c(ncc1)c1n(cc(n1)c1ccco1)c1c2CC3C(=C(O)C4(O)C(=O)C(=C(O)C(C4C3)n3cc(c4c3cccc4)C3=C(C(=O)NC3=O)c3c[nH]c4c3cccc4)C(=O)N)C(=O)c2c(O)cc1	9.8	10.3	9.8	8.8
[nH]1c(ncc1c1cnc2ccccn12)c1n(cc(n1)C(=O)N)C1C(=C(C(=O)C2(C(=C3C(Cc4c(c(O)ccc4)C3=O)CC12)O)O)C(=O)N)O	9.4	9.7	9.4	9.8
[nH]1c(nc(c1)c1[nH]c(nc1)C(=O)N)c1[nH]cc(n1)C(=O)NO	6.4	7.8	6.4	8.3
n1(c(nc(c1)c1[nH]cnc1c1c[nH]nc1)c1[nH]ccn1)C1CCCCC1	7.3	8.2	7.3	8.7
[nH]1c(ncc1c1[nH]cnc1)c1n(c(cn1)CC1CC1)C1C(=C(C(=O)C2(C(=C3C(Cc4c(c(O)ccc4)C3=O)CC12)O)O)C(=O)N)O	7.8	7.7	7.8	7.7
[nH]1c(nc(c1)CC1CC1)c1n(cc(n1)C(=O)N)c1c2CC3C(=C(O)C4(O)C(=O)C(=C(O)CC4C3)C(=O)N)C(=O)c2c(O)cc1	8.6	10.3	8.6	7.8
[nH]1c(ncc1)c1n(cc(n1)c1n[nH]c2ccc(cc12)c1cc(c(F)cc1)F)c1c2CC3C(=C(O)C4(O)C(=O)C(=C(O)CC4C3)C(=O)N)C(=O)c2c(O)cc1	9.4	10.8	9.4	10.4
[nH]1c(ncc1c1[nH]c(cn1)c1cc(c(F)cc1)F)c1[nH]cc(n1)c1[nH]ccn1	8.7	9.5	8.7	8.1
n1(c(nc(c1)c1[nH]ccn1)c1[nH]c(cn1)c1cnc2ccccn12)c1ncc(c(c1)N)C#N	7.3	9.1	7.3	9.0
[nH]1c(nc(c1CCO)c1nc[nH]c1c1nc[nH]c1)c1[nH]ccn1	6.5	6.4	6.5	7.7
n1(c(ncc1)c1[nH]c(c(n1)CC#C)CC1CC1)C1C(=C(C(=O)C2(C(=C3C(Cc4c(c(O)ccc4)C3=O)CC12)O)O)C(=O)N)O	8.7	7.4	8.7	9.4
n1(c(ncc1CCC)c1n(ccn1)C1C(=C(C(=O)C2(C(=C3C(Cc4c(c(O)ccc4)C3=O)CC12)O)O)C(=O)N)O)CC1CC1	7.5	7.5	7.5	7.3
[nH]1c(ncc1CC(=O)NC)c1n(c(cn1)c1ccc(Br)cc1)c1c2CC3C(=C(O)C4(O)C(=O)C(=C(O)CC4C3)C(=O)N)C(=O)c2c(O)cc1	7.5	9.1	7.5	8.3
[nH]1c(nc(c1)c1[nH]cnc1)c1[nH]c(c(n1)c1nc[nH]c1)CN1C(=O)C(=NO)c2c1cccc2C=Cc1ccccc1	8.2	10.5	8.2	8.8
[nH]1c(nc(c1)c1nc[nH]c1CS(=O)(=O)C)c1[nH]c(cn1)c1cc(F)cc2c1OCOC2	7.8	9.2	7.8	7.4
[nH]1c(nc(c1c1[nH]ccc1)c1n(cnc1)CCO)c1[nH]ccn1	5.9	6.7	5.9	7.4
[nH]1c(nc(c1c1[nH]ccn1)c1ccc(O)cc1)c1n(ccn1)c1c(cncn1)F	7.9	8.2	7.9	7.9
[nH]1c(nc(c1)c1ncn(c1)C(=O)NC)c1[nH]c(cn1)c1c[nH]nc1	7.0	8.0	7.0	7.9
n1(c(nc(c1CN1C(=O)C(=NO)c2c1cccc2)c1[nH]ccn1)c1[nH]ccn1)c1ncc(F)cn1	7.8	8.0	7.8	7.6
[nH]1c(nc(c1)c1[nH]ccn1)c1n(cc(n1)c1[nH]ccc1)C1C(=C(C(=O)C2(C(=C3C(Cc4c(c(O)ccc4)C3=O)CC12)O)O)C(=O)N)O	8.6	8.2	8.6	9.7
[nH]1c(nc(c1c1cccc2N(C(=O)C(=NO)c12)C)c1nc[nH]c1)c1[nH]c(cn1)C(=O)NC	8.0	8.9	8.0	8.8
n1(c(nc(c1CC#C)c1nc[nH]c1)c1[nH]ccn1)c1ncc(Cl)cn1	6.2	6.3	6.2	6.7
n1(c(nc(c1)c1[nH]cnc1)c1[nH]cc(n1)c1cc(Cl)ccc1)c1c(c(F)ccc1)F	8.2	9.6	8.2	9.2
[nH]1c(nc(c1)c1nc[nH]c1CN1C(=O)C(=NO)c2c1cccc2C(=O)N)c1[nH]ccn1	7.1	9.0	7.1	8.4
[nH]1c(nc(c1)c1[nH]c(nc1)C1CCN(C)CC1)c1[nH]cc(n1)c1c[nH]cc1	7.2	7.6	7.2	7.3
[nH]1c(nc(c1CCO)c1[nH]cc(n1)c1cc(Cl)ccc1F)c1[nH]ccn1	7.1	7.4	7.1	7.9
[nH]1c(nc(c1CN1C(=O)C(=NO)c2c1cccc2C=Cc1ccccc1)c1[nH]cnc1)c1[nH]c(cn1)c1ncncc1Cl	9.0	10.3	9.0	9.1
[nH]1c(nc(c1)c1[nH]ccn1)c1[nH]c(c(n1)c1ccc2[nH]ncc2c1)c1ccc2[nH]ncc2c1	8.9	8.2	8.9	9.4
[nH]1c(nc(c1)CC(=O)NC)c1n(cc(n1)CC1CC1)C1C(=C(C(=O)C2(C(=C3C(Cc4c(c(O)ccc4)C3=O)CC12)O)O)C(=O)N)O	7.9	8.2	7.9	8.9
[nH]1c(nc(c1c1ncncc1Cl)C(=O)N)c1n(ccn1)C1C(=C(C(=O)C2(C(=C3C(Cc4c(c(O)ccc4)C3=O)CC12)O)O)C(=O)N)O	9.3	11.5	9.3	8.0
[nH]1c(nc(c1)c1[nH]cnc1c1[nH]cnc1)c1[nH]c(cn1)c1cc(c(F)cc1)F	8.1	9.2	8.1	7.7
[nH]1c(nc(c1)c1n(ccn1)c1c(c(F)ccc1)F)c1[nH]cc(n1)CC(=O)NC	7.3	8.4	7.3	7.4
[nH]1c(nc(c1)c1nc[nH]c1C(=O)NCC)c1n(ccn1)C(C)(C)C	6.1	7.0	6.1	7.3
[nH]1c(ncc1c1[nH]c(cn1)c1ccc(O)cc1)c1[nH]cc(n1)c1ccccc1F	8.9	9.1	8.9	9.1
[nH]1c(ncc1)c1n(c(c(n1)C(=O)NC)CN1C(=O)C(=NO)c2c1ccc(c2)F)c1c2CC3C(=C(O)C4(O)C(=O)C(=C(O)CC4C3)C(=O)N)C(=O)c2c(O)cc1	8.8	10.6	8.8	8.1
[nH]1c(nc(c1)c1n(cnc1)c1ncc2ncn(c2n1)c1cc(ccc1F)Cl)c1[nH]ccn1	8.1	8.0	8.1	8.1
[nH]1c(nc(c1CS(=O)(=O)C)c1ncn(c1)c1ncc2nc[nH]c2n1)c1[nH]ccn1	7.4	8.1	7.4	8.9
[nH]1c(nc(c1)CC(=O)NC)c1n(cc(n1)CN1C(=O)C(=NO)c2c1cccc2C=Cc1ccccc1)c1c2CC3C(=C(O)C4(O)C(=O)C(=C(O)CC4C3)C(=O)N)C(=O)c2c(O)cc1	9.6	12.0	9.6	8.2
[nH]1c(nc(c1c1[nH]ccn1)C1OCC(C1O)O)c1[nH]cc(n1)c1cc(F)cc2c1OCOC2	8.0	9.3	8.0	8.5
[nH]1c(nc(c1)c1ncn(c1)C(=O)NCC)c1[nH]c(cn1)CC(=O)NC	6.4	6.8	6.4	6.7
[nH]1c(ncc1c1[nH]cnc1)c1n(c(cn1)CCCN(C)C)c1ncccn1	6.7	7.3	6.7	7.3
[nH]1c(ncc1c1ncn(c1c1cnc2ccccc2c1)C1CCOC1)c1[nH]ccn1	7.9	7.7	7.9	7.6
[nH]1c(ncc1c1[nH]cnc1)c1[nH]c(c(n1)c1ccc(O)cc1)c1cnc2ccccn12	8.2	9.4	8.2	8.6
[nH]1c(ncc1)c1[nH]c(c(n1)c1[nH]c(cn1)CC1CC1)c1ccccc1	6.8	8.3	6.8	8.2
[nH]1c(nc(c1c1[nH]cnc1)c1c[nH]c2ccccc12)c1[nH]cc(n1)CN1C(=O)C(=NO)c2c1cccc2	8.8	10.2	8.8	9.3
[nH]1c(ncc1c1[nH]c(nc1)C(=O)NO)c1[nH]cc(n1)CC(=O)N	6.9	7.3	6.9	7.5
[nH]1c(ncc1c1ccc(Br)o1)c1n(cc(n1)c1[nH]ccn1)C1CCC(O)CC1	7.1	7.9	7.1	8.6
n1(c(ncc1c1[nH]cc(n1)c1c[nH]c2ccccc12)c1[nH]ccn1)c1ncc2nc[nH]c2n1	8.9	10.6	8.9	10.8
[nH]1c(nc(c1C1OCC(C1O)O)c1c[nH]c2ccccc12)c1[nH]cc(n1)c1nc[nH]c1	7.8	9.2	7.8	9.5
[nH]1c(ncc1c1[nH]cc(n1)C(=O)N)c1[nH]cc(n1)c1cc(F)cc2c1OCOC2	7.7	9.6	7.7	8.3
n1(c(nc(c1c1[nH]cnc1)CC(=O)NC)c1[nH]ccn1)c1nc2c(cc[nH]2)cn1	6.7	8.0	6.7	8.6
[nH]1c(ncc1c1[nH]c(nc1)C(=O)NO)c1n(ccn1)CCC	6.0	6.4	6.0	7.4
n1(c(ncc1c1nc[nH]c1C1CCN(C)CC1)c1[nH]ccn1)c1nc2c(cc[nH]2)cn1	7.4	7.6	7.4	9.4
[nH]1c(nc(c1c1[nH]cnc1c1cc(Cl)ccc1F)c1ccccc1)c1[nH]ccn1	7.2	7.9	7.2	8.2
[nH]1c(ncc1c1ncncc1Cl)c1[nH]cc(n1)c1ncn(c1)CC(=O)N	6.8	8.0	6.8	8.1
[nH]1c(ncc1c1nc[nH]c1CC(=O)N)c1[nH]c(cn1)c1ccccc1F	7.5	8.4	7.5	7.9
n1(c(ncc1c1nc([nH]c1)CCCN(C)C)c1[nH]ccn1)c1c(C#N)c2c(CCCC2)s1	6.5	7.6	6.5	6.8
n1(c(ncc1c1[nH]ccn1)c1[nH]cc(n1)c1ccc(S(=O)=O)cc1)c1c(cncn1)F	7.5	8.8	7.5	7.7
[nH]1c(ncc1c1[nH]ccn1)c1n(c(cn1)c1[nH]ccc1)c1nc2c(OC(C)(C)C(=O)N2COP(=O)(O)O)cc1	7.7	7.5	7.7	7.9
[nH]1c(ncc1c1ccco1)c1[nH]cc(n1)c1[nH]c(cn1)CC(=O)N	6.4	7.5	6.4	7.8
[nH]1c(ncc1)c1[nH]c(c(n1)c1n(ccn1)c1ccccc1)CNC=O	6.9	7.1	6.9	7.5
[nH]1c(nc(c1)c1cc(Cl)ccc1F)c1[nH]c(c(n1)c1[nH]ccn1)c1cc(Cl)ccc1	7.8	9.1	7.8	8.1
[nH]1c(ncc1c1[nH]c(nc1)c1ccccc1)c1n(ccn1)CC#C	6.5	7.7	6.5	7.1
[nH]1c(ncc1c1[nH]c(cn1)C1OCC(C1O)O)c1[nH]cc(n1)C1OCC(C1O)O	7.0	8.0	7.0	6.8
[nH]1c(nc(c1c1cc[nH]n1)c1ccccc1F)c1[nH]cc(n1)c1[nH]ccn1	7.3	8.8	7.3	7.4
[nH]1c(ncc1c1n(c(cn1)c1cccc2N(C(=O)C(=NO)c12)C)c1nc2c(OC(C)(C)C(=O)N2COP(=O)(O)O)cc1)c1[nH]ccn1	8.3	8.5	8.3	9.0
[nH]1c(nc(c1c1nc[nH]c1)CS(=O)(=O)C)c1n(ccn1)C1CCNCC1	6.6	7.8	6.6	7.5
[nH]1c(nc(c1c1nc[nH]c1)c1c[nH]c2ccccc12)c1[nH]cc(n1)c1ccccc1F	8.0	9.2	8.0	8.9
n1(c(ncc1c1[nH]ccn1)c1[nH]cc(n1)c1c[nH]nc1)CNC=O	5.8	7.4	5.8	7.6
[nH]1c(ncc1)c1n(c(c(n1)c1[nH]ccn1)c1cnc2ccccn12)CC1CC1	5.8	6.7	5.8	7.5
[nH]1c(ncc1c1n(ccn1)C(=O)NCC)c1[nH]c(cn1)CC(=O)NC	7.0	7.6	7.0	7.4
n1(c(ncc1c1nc([nH]c1)C(=O)N)c1[nH]ccn1)C(=O)N	6.6	7.3	6.6	7.0
[nH]1c(ncc1c1[nH]cnc1c1cc(c(F)cc1)F)c1[nH]cc(n1)c1ccccc1	8.4	9.3	8.4	8.9
[nH]1c(ncc1c1[nH]cnc1)c1[nH]cc(n1)c1ccc(Br)o1	6.7	7.1	6.7	7.4
[nH]1c(ncc1c1nc[nH]c1)c1n(c(cn1)c1c[nH]c2ccccc12)CC1CC1	7.7	8.4	7.7	7.6
n1(c(nc(c1c1nc[nH]c1)C(=O)NC)c1[nH]ccn1)CCCN(C)C	5.6	5.7	5.6	6.2
n1(c(ncc1)c1[nH]cc(n1)c1[nH]cc(n1)CC(=O)N)C1CCC(O)CC1	7.3	6.6	7.3	7.9
[nH]1c(ncc1)c1n(cc(n1)c1[nH]cc(n1)c1[nH]cnc1)CC(=O)N	6.0	7.3	6.0	7.8
[nH]1c(nc(c1)c1cc(c(F)cc1)F)c1[nH]c(c(n1)c1[nH]ccn1)c1ccc(Br)o1	7.7	8.8	7.7	7.7
n1(c(ncc1)c1n(cc(n1)c1nc[nH]c1)C(C)(C)C)c1ccc(I)cc1Cl	6.8	7.4	6.8	7.8
n1(c(ncc1)c1n(cc(n1)c1[nH]ccn1)c1[nH]c2c(n1)cncn2)c1c(C#N)c2c(CCCC2)s1	8.1	10.0	8.1	8.7
[nH]1c(ncc1CNC=O)c1n(cc(n1)c1[nH]ccn1)c1ncc(Cl)cn1	6.2	7.9	6.2	7.9
n1(c(ncc1)c1[nH]cc(n1)c1nc([nH]c1)c1ccco1)CC(O)C	6.3	7.4	6.3	7.2
[nH]1c(ncc1c1n(ccn1)CNC(=O)c1cc(c(F)cc1)F)c1[nH]ccn1	7.4	8.5	7.4	7.8
[nH]1c(ncc1c1n(cnc1)CNC(=O)c1n[nH]c2ccccc12)c1[nH]ccn1	8.0	8.7	8.0	8.2
[nH]1c(ncc1c1n(cnc1)C(C)(C)C)c1[nH]cc(n1)c1ccccc1F	7.3	7.3	7.3	7.0
n1(c(nc(c1c1nc[nH]c1)CC#C)c1[nH]ccn1)c1c(cncn1)F	6.0	6.3	6.0	6.5
[nH]1c(ncc1)c1[nH]cc(n1)c1n(cc(n1)CC(=O)NC)c1nc2c(OC(C)(C)C(=O)N2COP(=O)(O)O)cc1	7.8	7.3	7.8	8.2
[nH]1c(ncc1c1nc(n(c1)C1OCC(O)C1O)CCC)c1[nH]ccn1	6.0	7.3	6.0	7.3
[nH]1c(nc(c1c1cnc2ccccn12)C1CCN(C)CC1)c1[nH]cc(n1)c1[nH]ccn1	7.9	8.3	7.9	7.6
[nH]1c(ncc1c1[nH]cnc1c1ncc(cc1)C#N)c1[nH]cc(n1)c1ccco1	7.3	8.1	7.3	8.6
[nH]1c(nc(c1c1[nH]cnc1)c1n[nH]c2ccc(cc12)CN1C(=O)C(=NO)c2c1cccc2C=Cc1ccccc1)c1[nH]ccn1	8.6	10.4	8.6	9.1
[nH]1c(ncc1CN1C(=O)C(=NO)c2c1cccc2C=Cc1ccccc1)c1[nH]c(c(n1)c1nc[nH]c1)CN1C(=O)C(=NO)c2c1ccc(c2)F	9.5	12.2	9.5	8.1
[nH]1c(ncc1c1[nH]c(nc1)C1CCN(C)CC1)c1n(ccn1)C(=O)NC	7.6	7.2	7.6	7.1
[nH]1c(ncc1c1[nH]c(cn1)C(=O)NO)c1[nH]c(cn1)c1cc(Cl)ccc1	8.0	8.2	8.0	8.9
n1(c(ncc1)c1[nH]c(c(n1)c1nc[nH]c1)c1c[nH]nc1)c1c2c(ncn1)[nH]cc2	7.5	9.2	7.5	9.2
[nH]1c(nc(c1)C1OCC(C1O)O)c1[nH]cc(n1)c1[nH]c(cn1)c1cc2c(ccc3c2cncc3)nc1	9.7	10.3	9.7	8.1
[nH]1c(ncc1)c1n(cc(n1)c1ncn(c1)c1ccccn1)CC(O)C	6.5	6.8	6.5	7.2
[nH]1c(ncc1c1nc([nH]c1)c1ccco1)c1[nH]cc(n1)CC(=O)N	7.3	7.7	7.3	7.8
[nH]1c(ncc1)c1[nH]c(c(n1)c1[nH]c(cn1)c1cc(c(F)cc1)F)c1c[nH]cc1	7.8	8.5	7.8	8.6
[nH]1c(ncc1c1[nH]cnc1)c1[nH]c(cn1)c1c(c[nH]n1)C(=O)NCC	6.6	7.7	6.6	7.5
[nH]1c(ncc1c1[nH]c(cn1)CCCN(C)C)c1n(ccn1)CC(O)C	5.7	6.5	5.7	5.8
[nH]1c(ncc1c1[nH]ccn1)c1n(cc(n1)c1cc(Cl)ccc1)C(=O)N	7.8	8.4	7.8	7.7
[nH]1c(ncc1c1[nH]c(nc1)CNC=O)c1[nH]c(cn1)CCO	6.1	6.7	6.1	7.0
[nH]1c(ncc1c1nc[nH]c1c1cc[nH]n1)c1[nH]cc(n1)c1cc(Cl)ccc1	8.0	9.1	8.0	8.4
[nH]1c(nc(c1)c1ccco1)c1[nH]c(c(n1)c1[nH]ccn1)c1cc(F)cc2c1OCOC2	7.9	9.2	7.9	8.5
n1(c(ncc1c1[nH]cnc1)c1[nH]cc(n1)c1ccc(Br)cc1)CC1CC1	6.4	8.0	6.4	7.0
[nH]1c(ncc1c1nc[nH]c1)c1n(c(cn1)C1OCC(C1O)O)c1cccc(F)c1	7.0	8.1	7.0	7.4
[nH]1c(ncc1c1[nH]c(nc1)c1nc[nH]c1CC#C)c1[nH]ccn1	7.0	7.3	7.0	7.3
[nH]1c(ncc1c1n(c(cn1)C1OCC(C1O)O)c1ncc(F)cn1)c1[nH]ccn1	6.8	7.6	6.8	7.9
n1(c(ncc1c1nc[nH]c1)c1n(ccn1)c1c(c(F)ccc1)F)c1ccccc1	8.6	9.5	8.6	8.3
[nH]1c(ncc1c1[nH]c(nc1c1ccccc1)c1ccc(O)cc1)c1[nH]ccn1	8.3	8.6	8.3	8.8
[nH]1c(nc(c1c1[nH]cnc1)c1ccc(Br)cc1)c1[nH]cc(n1)c1c[nH]cc1	7.7	7.3	7.7	7.8
[nH]1c(ncc1C(=O)N)c1[nH]cc(n1)c1nc[nH]c1c1c[nH]c2ccccc12	7.7	9.1	7.7	8.9
[nH]1c(nc(c1)c1ncc(cc1)C#N)c1[nH]cc(n1)c1nc[nH]c1c1ncc(cc1)C#N	7.5	9.0	7.5	8.1
n1(c(ncc1)c1[nH]cc(n1)c1[nH]c(cn1)c1cc(c(F)cc1)F)c1cccc2ncccc12	9.8	10.0	9.8	9.1
n1(c(ncc1c1[nH]cnc1)c1[nH]cc(n1)CCO)C1CCC(O)CC1	6.3	6.2	6.3	7.1
[nH]1c(ncc1c1[nH]cnc1CCC)c1[nH]cc(n1)c1[nH]cnc1	6.3	7.5	6.3	7.2
[nH]1c(ncc1)c1[nH]cc(n1)c1nc([nH]c1c1cnc2ccccc2c1)c1ccc(Cl)c(Cl)c1	8.4	9.7	8.4	9.0
[nH]1c(ncc1c1n(ccn1)CCC)c1n(ccn1)CNC=O	5.7	6.9	5.7	6.4
[nH]1c(ncc1)c1n(c(c(n1)c1nc[nH]c1)c1[nH]cnc1)c1c(F)cc(F)cc1F	6.7	7.2	6.7	8.4
[nH]1c(nc(c1c1nc[nH]c1)c1ccc2[nH]ncc2c1)c1[nH]c(cn1)C(=O)NO	7.5	8.3	7.5	8.4
[nH]1c(nc(c1)CCCN(C)C)c1n(cc(n1)c1nc[nH]c1)c1ccccc1	6.7	7.9	6.7	7.5
[nH]1c(ncc1c1nc[nH]c1)c1n(cc(n1)c1cccc2N(C(=O)C(=NO)c12)C)c1ncc(Cl)cn1	8.5	10.4	8.5	9.3
[nH]1c(ncc1c1n(cnc1)C1OCC(O)C1O)c1[nH]cc(n1)c1cnc2ccccn12	8.4	9.3	8.4	7.4
[nH]1c(ncc1c1[nH]ccn1)c1[nH]cc(n1)CN1C(=O)C(=NO)c2c1cccc2c1cc(F)cc2c1OCOC2	9.4	8.5	9.4	8.3
[nH]1c(ncc1c1[nH]cnc1)c1n(c(cn1)c1ccc2[nH]ncc2c1)c1ccc(I)cc1Cl	8.3	8.5	8.3	8.4
[nH]1c(ncc1c1cc(c(F)cc1)F)c1n(cc(n1)c1[nH]ccn1)C(=O)N	7.9	9.0	7.9	8.1
[nH]1c(ncc1)c1[nH]cc(n1)c1[nH]c(c(n1)c1ccc2[nH]ncc2c1)c1ccco1	7.7	7.9	7.7	8.5
n1(c(ncc1c1[nH]ccc1)c1[nH]cc(n1)c1[nH]ccn1)c1c(F)cc(F)cc1F	8.1	8.7	8.1	7.7
n1(c(ncc1c1[nH]cnc1)c1[nH]cc(n1)c1ccc(Cl)c(Cl)c1)C1OCC(O)C1O	7.3	7.2	7.3	7.1
[nH]1c(ncc1c1ncn(c1c1cc(Cl)ccc1)C(C)(C)C)c1[nH]ccn1	6.6	6.7	6.6	7.3
[nH]1c(nc(c1)c1cc(Cl)ccc1F)c1[nH]cc(n1)c1nc[nH]c1c1n[nH]c2ccccc12	8.5	9.9	8.5	9.1
[nH]1c(ncc1c1ncn(c1)CC#C)c1[nH]cc(n1)c1ccc(O)cc1	7.2	7.7	7.2	7.9
n1(c(ncc1c1nc[nH]c1)c1n(ccn1)c1ncccn1)c1nc2c(OC(C)(C)C(=O)N2COP(=O)(O)O)cc1	7.7	7.5	7.7	7.2
[nH]1c(nc(c1c1cnc2ccccn12)c1ncc(cc1)C#N)c1[nH]cc(n1)c1[nH]ccn1	8.7	8.8	8.7	8.2
[nH]1c(nc(c1c1nc[nH]c1c1cc(F)cc2c1OCOC2)c1ccccc1)c1[nH]ccn1	7.3	8.4	7.3	8.7
[nH]1c(nc(c1c1n(cnc1)c1ccccc1)c1n[nH]cn1)c1[nH]ccn1	7.2	8.1	7.2	7.9
[nH]1c(ncc1c1nc[nH]c1)c1n(ccn1)c1nccc(n1)c1cnc2ccccn12	7.5	9.4	7.5	8.3
[nH]1c(nc(c1)C(=O)NCC)c1[nH]cc(n1)c1nc([nH]c1)C1CCN(C)CC1	7.4	7.4	7.4	6.8
[nH]1c(ncc1c1nc([nH]c1c1cc[nH]n1)CC(=O)N)c1[nH]ccn1	6.6	7.2	6.6	8.4
[nH]1c(nc(c1c1nc[nH]c1)CS(=O)(=O)C)c1[nH]cc(n1)c1n[nH]c2ccccc12	7.7	8.6	7.7	7.8
[nH]1c(ncc1c1[nH]c(cn1)c1ccc2[nH]ncc2c1)c1[nH]c(cn1)c1n[nH]c2ccccc12	9.8	10.2	9.8	9.2
n1(c(ncc1CN1C(=O)C(=NO)c2c1cccc2C=Cc1ccccc1)c1[nH]cc(n1)c1[nH]ccn1)CNC=O	8.3	9.6	8.3	7.8
[nH]1c(ncc1CN1C(=O)C(=NO)c2c1cccc2C=Cc1ccccc1)c1[nH]cc(n1)c1nc[nH]c1c1ccc2[nH]ncc2c1	9.9	12.0	9.9	8.8
[nH]1c(nc(c1c1nc([nH]c1)C(=O)NCC)c1cc(c(F)cc1)F)c1[nH]ccn1	7.3	7.0	7.3	7.9
