SMILES	2xkj	2xkk	3ifz	FA7
c1nc2c(cc1F)c(=O)ccn2c1nc2c(cc1F)c(=O)c(cn2C1C2N(C(C(C)(S2)C)c2c(=O)c3c(ncc(c3)F)[nH]c2)C1=O)C(C(=O)N)N1CC(C)NCC1	11.0	0.0	11.1	9.3
c1c(cccc1)C(C(=O)Nc1nc2c(cc1F)c(=O)ccn2C1C2N(CC(C)(S2)C)C1=O)n1c2ncc(cc2c(=O)c(c1)c1ccccc1)F	9.9	0.0	10.2	9.5
c1(nc2c(cc1F)c(=O)c(cn2C1C2N(C(C(C)(S2)C)C2C(C)(SC3N2C(=O)C3)C)C1=O)C1CC1)n1c2ncc(cc2c(=O)c(c1)CC)F	8.4	0.0	8.5	8.0
c1nc2c(cc1F)c(=O)ccn2c1nc2c(cc1F)c(=O)ccn2c1nc2c(cc1F)c(=O)c(c[nH]2)C1C(C)(SC2N1C(=O)C2NC(=O)CC1C(C)(SC2N1C(=O)C2)C)C	11.9	0.0	11.2	8.9
CC1(C(N2C(S1)C(C2=O)NC(=O)C(c1c(=O)c2c(ncc(c2)F)[nH]c1)n1c2ncc(cc2c(=O)c(c1)CC)F)C1C(C)(SC2N1C(=O)C2)C)C	8.4	0.0	8.2	9.2
c1(nc2c(cc1F)c(=O)c(cn2C(=O)O)CC(=O)NC1C2N(CC(C)(S2)C)C1=O)Nc1c(F)cc(F)cc1	8.6	0.0	7.9	8.8
N1(CCNCC1)C(C(=O)NC1C2N(CC(C)(S2)C)C1=O)c1c(=O)c2c(ncc(c2)F)n(c1)C1C2N(C(C(C)(S2)C)C2C(C)(SC3N2C(=O)C3)C)C1=O	9.8	0.0	8.5	9.1
N1(CCNCC1)c1nc2c(cc1F)c(=O)c(cn2C1C2N(CC(C)(S2)C)C1=O)c1c(=O)c2c(nc(c(c2)F)n2c3ncc(cc3c(=O)c(c2)CC(=O)N)F)[nH]c1	9.8	0.0	10.3	8.0
c1nc2c(cc1F)c(=O)c(c[nH]2)c1c(=O)c2c(nc(c(c2)F)N2CCNCC2)n(c1)Cc1c(=O)c2c(ncc(c2)F)n(c1)C1C2N(CC(C)(S2)C)C1=O	9.5	0.0	9.4	10.5
CC1(C(N2C(S1)C(C2=O)NC(=O)Cc1c(=O)c2c(ncc(c2)F)[nH]c1)C1C(C)(SC2N1C(=O)C2NC(=O)Cc1ccccc1)C)C	7.9	0.0	7.9	9.6
CC1(C(N2C(S1)C(C2=O)NC1C2N(C(C(C)(S2)C)CC)C1=O)c1c(=O)c2c(ncc(c2)F)n(c1)C(=O)O)C	7.6	0.8	8.3	8.7
c1(nc2c(cc1F)c(=O)ccn2c1nc2c(cc1F)c(=O)c(c[nH]2)C1C(C)(SC2N1C(=O)C2n1c2ncc(cc2c(=O)cc1)F)C)Nc1nc2c(cc1F)c(=O)cc[nH]2	11.9	0.0	11.4	10.0
c1(nc2c(cc1F)c(=O)c(cn2C1C2N(CC(C)(S2)C)C1=O)C1C(C)(SC2N1C(=O)C2)C)NC1C2N(C(C(C)(S2)C)C(=O)O)C1=O	8.2	0.0	9.9	7.7
CC1(C(N2C(S1)C(C2=O)N)C(C(=O)N)c1c(=O)c2c(ncc(c2)F)n(c1)CC(=O)NC1C2N(CC(C)(S2)C)C1=O)C	7.9	0.0	9.3	8.2
c1(nc2c(cc1F)c(=O)ccn2CC(=O)N)n1c2ncc(cc2c(=O)c(c1)C1C(C)(SC2N1C(=O)C2NC(=O)CN1CCNCC1)C)F	9.3	1.4	9.5	8.5
c1nc2c(cc1F)c(=O)ccn2C1C2N(C(C(C)(S2)C)c2c(=O)c3c(nc(c(c3)F)n3c4ncc(cc4c(=O)cc3)F)n(c2)Cc2c(=O)c3c(ncc(c3)F)[nH]c2)C1=O	11.0	0.6	10.8	11.2
c1(nc2c(cc1F)c(=O)ccn2CC(=O)Nc1nc2c(cc1F)c(=O)ccn2C1C2N(C(C(C)(S2)C)C2CC2)C1=O)n1c2ncc(cc2c(=O)cc1)F	11.0	0.0	9.3	9.8
CC1(C(N2C(S1)C(C2=O)n1c2nc(c(cc2c(=O)cc1)F)n1c2nc(c(cc2c(=O)c(c1)CC(=O)N)F)N1CCNCC1)CC)C	9.0	0.0	8.2	7.5
CC1(C(N2C(S1)C(C2=O)NC(=O)C)CC(=O)Nc1nc2c(cc1F)c(=O)ccn2Cc1ccccc1)C	9.0	0.0	8.1	8.2
CC1(C(N2C(S1)C(C2=O)N)CC(=O)Nc1nc2c(cc1F)c(=O)ccn2C1C2N(C(C(C)(S2)C)C2C(C)(SC3N2C(=O)C3)C)C1=O)C	8.8	0.0	9.0	8.5
c1nc2c(cc1F)c(=O)ccn2C1C2N(C(C(C)(S2)C)C(C(=O)N)c2c(=O)c3c(ncc(c3)F)n(c2)c2nc3c(cc2F)c(=O)ccn3C)C1=O	10.2	0.0	9.5	10.3
c1(nc2c(cc1F)c(=O)c(cn2C1C2N(CC(C)(S2)C)C1=O)C1C(C)(SC2N1C(=O)C2)C)Nc1nc2c(cc1F)c(=O)cc[nH]2	9.4	0.0	9.9	9.5
N1(CCNCC1)c1nc2c(cc1F)c(=O)c(cn2CC(=O)NC1C2N(C(C(C)(S2)C)CC(=O)N)C1=O)C	7.9	0.0	8.2	7.4
c1(nc2c(cc1F)c(=O)c(c[nH]2)C1C(C)(SC2N1C(=O)C2)C)NC(=O)C(c1ccccc1)N1CCNCC1	8.0	0.0	8.1	8.1
CC1CN(CCN1)c1nc2c(cc1F)c(=O)c(cn2Cc1c(=O)c2c(ncc(c2)F)[nH]c1)CC(=O)NC1C2N(CC(C)(S2)C)C1=O	9.6	0.0	9.5	10.8
CC1(C(N2C(S1)C(C2=O)NC(=O)Cn1c2ncc(cc2c(=O)c(c1)C(C(=O)N)c1ccccc1)F)C)C	9.5	0.0	9.2	8.6
c1(nc2c(cc1F)c(=O)c(cn2CC1C(C)(SC2N1C(=O)C2)C)CN1CC(C)NCC1)N1CC(C)NCC1	8.9	0.0	8.9	7.9
c1(nc2c(cc1F)c(=O)c(cn2C1C2N(CC(C)(S2)C)C1=O)Cc1c(=O)c2c(ncc(c2)F)[nH]c1)NC(=O)CN1CCNCC1	8.6	0.0	9.4	9.7
c1nc2c(cc1F)c(=O)ccn2C1C2N(C(C(C)(S2)C)c2c(=O)c3c(ncc(c3)F)n(c2)Cn2c3ncc(cc3c(=O)c(c2)C)F)C1=O	9.6	0.0	10.0	9.5
c1(nc2c(cc1F)c(=O)c(cn2CC)C1C(C)(SC2N1C(=O)C2)C)n1c2nc(c(cc2c(=O)c(c1)C(=O)O)F)N1CC(C)NCC1	8.9	0.0	9.8	8.6
c1nc2c(cc1F)c(=O)c(cn2C1C2N(CC(C)(S2)C)C1=O)C(C(=O)Nc1nc2c(cc1F)c(=O)cc[nH]2)N1CC(C)NCC1	10.2	0.0	8.3	10.2
c1(nc2c(cc1F)c(=O)c(c[nH]2)c1c(=O)c2c(nc(c(c2)F)n2c3ncc(cc3c(=O)c(c2)C2C(C)(SC3N2C(=O)C3)C)F)[nH]c1)N	9.8	0.0	9.5	7.9
N1(CCNCC1)c1nc2c(cc1F)c(=O)ccn2c1nc2c(cc1F)c(=O)c(c[nH]2)Cn1c2ncc(cc2c(=O)c(c1)C1C(C)(SC2N1C(=O)C2)C)F	10.2	0.0	10.4	9.9
CC1(C(N2C(S1)CC2=O)C(C(=O)Nc1nc2c(cc1F)c(=O)cc[nH]2)c1c(=O)c2c(ncc(c2)F)n(c1)c1nc2c(cc1F)c(=O)c(c[nH]2)C)C	10.1	0.0	10.4	10.3
c1nc2c(cc1F)c(=O)c(cn2CC)Cc1c(=O)c2c(nc(c(c2)F)NC2C3N(CC(C)(S3)C)C2=O)[nH]c1	9.3	0.0	9.4	8.0
c1(nc2c(cc1F)c(=O)c(c[nH]2)C1C(C)(SC2N1C(=O)C2)C)NC(=O)Cc1c(=O)c2c(nc(c(c2)F)N)n(c1)CC(=O)N	9.2	0.0	9.2	9.2
c1(nc2c(cc1F)c(=O)c(c[nH]2)C1C(C)(SC2N1C(=O)C2n1c2nc(c(cc2c(=O)c(c1)CC)F)N1CC(C)NCC1)C)N	9.7	0.0	8.7	9.7
c1nc2c(cc1F)c(=O)ccn2C(C(=O)N)c1c(=O)c2c(nc(c(c2)F)n2c3ncc(cc3c(=O)c(c2)c2c(=O)c3c(ncc(c3)F)n(c2)C2C3N(CC(C)(S3)C)C2=O)F)[nH]c1	10.9	0.0	9.7	8.9
CC1(C(N2C(S1)CC2=O)C(C(=O)Nc1nc2c(cc1F)c(=O)c(c[nH]2)C1C(C)(SC2N1C(=O)C2n1c2ncc(cc2c(=O)cc1)F)C)N1CC(C)NCC1)C	9.7	0.0	10.3	7.3
CC1(C(N2C(S1)C(C2=O)N1CCNCC1)Cc1c(=O)c2c(nc(c(c2)F)Nc2c(F)cc(F)cc2)[nH]c1)C	9.1	0.0	9.1	8.7
c1nc2c(cc1F)c(=O)c(cn2c1nc2c(cc1F)c(=O)c(cn2c1nc2c(cc1F)c(=O)ccn2c1c(F)cc(F)cc1)C1C(C)(SC2N1C(=O)C2)C)C1C(C)(SC2N1C(=O)C2)C	9.4	0.0	10.7	10.5
c1nc2c(cc1F)c(=O)c(cn2CN1CC(C)NCC1)c1c(=O)c2c(nc(c(c2)F)n2c3ncc(cc3c(=O)cc2)F)n(c1)C1C2N(CC(C)(S2)C)C1=O	9.9	0.0	10.0	9.6
CC1(C(N2C(S1)C(C2=O)n1c2nc(c(cc2c(=O)cc1)F)Nc1c(F)cc(F)cc1)C1C(C)(SC2N1C(=O)C2N)C)C	8.1	0.0	9.3	8.5
c1(nc2c(cc1F)c(=O)c(cn2CC(=O)N)C(=O)O)n1c2nc(c(cc2c(=O)cc1)F)n1c2ncc(cc2c(=O)c(c1)C1C(C)(SC2N1C(=O)C2)C)F	10.1	0.0	8.7	8.2
c1nc2c(cc1F)c(=O)c(cn2c1nc2c(cc1F)c(=O)c(c[nH]2)CC1C(C)(SC2N1C(=O)C2)C)c1c(=O)c2c(ncc(c2)F)n(c1)CC	10.9	0.0	9.1	9.0
CC1(C(N2C(S1)C(C2=O)NC(=O)CN1CC(C)NCC1)C(C(=O)N)n1c2ncc(cc2c(=O)c(c1)C1CC1)F)C	7.3	0.0	7.9	7.5
c1(nc2c(cc1F)c(=O)c(c[nH]2)C1C(C)(SC2N1C(=O)C2n1c2ncc(cc2c(=O)cc1)F)C)n1c2nc(c(cc2c(=O)c(c1)c1c(=O)c2c(ncc(c2)F)[nH]c1)F)N	11.9	1.4	10.6	8.8
CC1(C(N2C(S1)CC2=O)Cn1c2nc(c(cc2c(=O)cc1)F)n1c2nc(c(cc2c(=O)c(c1)CC(=O)N)F)N1CC(C)NCC1)C	9.5	0.0	8.6	9.8
CC1(C(N2C(S1)CC2=O)Cc1c(=O)c2c(nc(c(c2)F)N2CC(C)NCC2)n(c1)C(C(=O)N)n1c2ncc(cc2c(=O)cc1)F)C	9.9	1.1	10.0	8.8
N1(CCNCC1)c1nc2c(cc1F)c(=O)c(cn2c1nc2c(cc1F)c(=O)c(cn2c1nc2c(cc1F)c(=O)cc[nH]2)C)C1C(C)(SC2N1C(=O)C2)C	9.3	2.0	10.8	9.1
c1nc2c(cc1F)c(=O)c(cn2Cc1c(=O)c2c(nc(c(c2)F)N)[nH]c1)c1c(=O)c2c(ncc(c2)F)n(c1)C1C2N(CC(C)(S2)C)C1=O	10.3	0.0	10.7	10.0
CC1(CN2C(S1)C(C2=O)NC(=O)C(c1c(=O)c2c(nc(c(c2)F)N)[nH]c1)n1c2ncc(cc2c(=O)c(c1)CC(=O)N)F)C	9.7	0.0	8.9	9.8
CC1(C(N2C(S1)C(C2=O)NC(=O)Cc1c(=O)c2c(ncc(c2)F)[nH]c1)c1c(=O)c2c(ncc(c2)F)n(c1)C1C2N(C(C(C)(S2)C)C(=O)O)C1=O)C	8.7	0.0	9.3	8.2
CC1(C(N2C(S1)C(C2=O)N1CCNCC1)CC(=O)Nc1nc2c(cc1F)c(=O)ccn2C1C2N(C(C(C)(S2)C)C)C1=O)C	8.8	0.0	8.8	7.7
c1nc2c(cc1F)c(=O)c(cn2C1CC1)C(C(=O)NC1C2N(CC(C)(S2)C)C1=O)n1c2nc(c(cc2c(=O)cc1)F)NC(=O)C	10.0	0.0	8.2	9.8
CC1CN(CCN1)C(C(=O)NC1C2N(CC(C)(S2)C)C1=O)n1c2nc(c(cc2c(=O)c(c1)CC(=O)N)F)NC(=O)C	8.5	0.0	8.8	8.5
CC1(C(N2C(S1)C(C2=O)N1CC(C)NCC1)Cn1c2nc(c(cc2c(=O)cc1)F)Nc1nc2c(cc1F)c(=O)cc[nH]2)C	9.6	0.0	10.1	8.7
c1(nc2c(cc1F)c(=O)c(cn2c1c(F)cc(F)cc1)C(C(=O)Nc1nc2c(cc1F)c(=O)cc[nH]2)C1C(C)(SC2N1C(=O)C2)C)NC(=O)C	8.4	0.0	8.2	9.4
N1(CCNCC1)C(C(=O)NC1C2N(C(C(C)(S2)C)Cn2c3ncc(cc3c(=O)cc2)F)C1=O)N1CCNCC1	8.2	0.0	7.8	8.2
c1(c(F)cc(F)cc1)NC(=O)Cc1c(=O)c2c(nc(c(c2)F)Nc2c(F)cc(F)cc2)n(c1)C1C2N(CC(C)(S2)C)C1=O	9.3	0.6	10.2	9.4
CC1CN(CCN1)c1nc2c(cc1F)c(=O)c(cn2c1nc2c(cc1F)c(=O)ccn2C(=O)O)CC(=O)NC1C2N(CC(C)(S2)C)C1=O	9.8	0.0	9.7	9.5
c1(nc2c(cc1F)c(=O)c(cn2C1C2N(CC(C)(S2)C)C1=O)c1c(=O)c2c(nc(c(c2)F)N2CCNCC2)n(c1)c1c(F)cc(F)cc1)NC(=O)C	9.7	0.0	10.8	7.7
CC1(C(N2C(S1)C(C2=O)Nc1nc2c(cc1F)c(=O)c(c[nH]2)c1c(=O)c2c(ncc(c2)F)[nH]c1)c1c(=O)c2c(ncc(c2)F)n(c1)c1c(F)cc(F)cc1)C	11.6	0.0	11.2	7.2
c1(nc2c(cc1F)c(=O)ccn2C)n1c2nc(c(cc2c(=O)c(c1)C1C(C)(SC2N1C(=O)C2)C)F)n1c2ncc(cc2c(=O)cc1)F	9.7	0.0	10.6	9.7
c1(nc2c(cc1F)c(=O)ccn2c1nc2c(cc1F)c(=O)cc[nH]2)NC1C2N(C(C(C)(S2)C)c2c(=O)c3c(nc(c(c3)F)n3c4ncc(cc4c(=O)cc3)F)[nH]c2)C1=O	12.9	0.0	10.6	9.7
CC1(C(N2C(S1)C(C2=O)n1c2ncc(cc2c(=O)c(c1)c1c(=O)c2c(ncc(c2)F)[nH]c1)F)C(C(=O)N)C1C(C)(SC2N1C(=O)C2N)C)C	8.8	0.0	9.6	7.9
N1(CCNCC1)c1nc2c(cc1F)c(=O)c(cn2c1nc2c(cc1F)c(=O)c(cn2C1C2N(CC(C)(S2)C)C1=O)c1ccccc1)C1C(C)(SC2N1C(=O)C2)C	9.7	0.0	9.6	9.2
c1(nc2c(cc1F)c(=O)ccn2c1nc2c(cc1F)c(=O)ccn2C1C2N(C(C(C)(S2)C)C)C1=O)n1c2ncc(cc2c(=O)c(c1)C1C(C)(SC2N1C(=O)C2)C)F	9.4	0.0	9.6	9.6
c1(nc2c(cc1F)c(=O)ccn2c1nc2c(cc1F)c(=O)cc[nH]2)NC(=O)C(C1C(C)(SC2N1C(=O)C2)C)c1ccccc1	11.6	0.0	8.7	8.9
c1(nc2c(cc1F)c(=O)c(cn2c1nc2c(cc1F)c(=O)c(cn2C1CC1)c1ccccc1)C1C(C)(SC2N1C(=O)C2)C)NC(=O)C	7.9	1.0	9.2	7.8
N1(CCNCC1)c1nc2c(cc1F)c(=O)c(cn2C(C(=O)Nc1nc2c(cc1F)c(=O)cc[nH]2)N1CC(C)NCC1)C1C(C)(SC2N1C(=O)C2)C	9.3	0.0	7.7	8.6
c1nc2c(cc1F)c(=O)c(cn2C(C(=O)N)c1c(=O)c2c(ncc(c2)F)n(c1)C1C2N(C(C(C)(S2)C)CC(=O)N)C1=O)C1CC1	7.7	0.0	8.1	9.3
c1nc2c(cc1F)c(=O)c(cn2C1C2N(C(C(C)(S2)C)C2C(C)(SC3N2C(=O)C3n2c3ncc(cc3c(=O)cc2)F)C)C1=O)C	9.4	0.0	8.6	9.4
c1(nc2c(cc1F)c(=O)c(cn2c1nc2c(cc1F)c(=O)c(cn2C(=O)O)C1C(C)(SC2N1C(=O)C2)C)C(=O)O)N	8.2	0.0	9.7	8.7
c1(nc2c(cc1F)c(=O)ccn2C1C2N(C(C(C)(S2)C)CC(=O)N)C1=O)n1c2ncc(cc2c(=O)c(c1)C(C(=O)N)n1c2ncc(cc2c(=O)cc1)F)F	9.6	0.0	9.6	8.5
c1nc2c(cc1F)c(=O)c(cn2C(C(=O)NC1C2N(C(C(C)(S2)C)C(=O)O)C1=O)N1CC(C)NCC1)C1CC1	7.9	0.0	8.0	7.6
N1(CCNCC1)c1nc2c(cc1F)c(=O)ccn2c1nc2c(cc1F)c(=O)c(cn2CC)C(C(=O)N)C1C(C)(SC2N1C(=O)C2)C	9.7	0.0	8.7	8.2
c1nc2c(cc1F)c(=O)ccn2c1nc2c(cc1F)c(=O)ccn2c1nc2c(cc1F)c(=O)c(cn2C(C(=O)N)C1C(C)(SC2N1C(=O)C2)C)CC	7.8	0.0	9.7	8.3
c1(nc2c(cc1F)c(=O)c(cn2C)c1c(=O)c2c(ncc(c2)F)[nH]c1)n1c2ncc(cc2c(=O)c(c1)CC1C(C)(SC2N1C(=O)C2)C)F	11.1	0.0	11.5	8.9
c1nc2c(cc1F)c(=O)c(c[nH]2)C1C(C)(SC2N1C(=O)C2NC(=O)Cn1c2nc(c(cc2c(=O)cc1)F)N1CC(C)NCC1)C	9.9	1.2	8.6	8.4
CC1CN(CCN1)c1nc2c(cc1F)c(=O)c(c[nH]2)CC(=O)NC1C2N(C(C(C)(S2)C)C2C(C)(SC3N2C(=O)C3N2CC(C)NCC2)C)C1=O	8.8	0.0	9.5	7.6
c1c(cccc1)C1C(C)(SC2N1C(=O)C2NC(=O)Cc1c(=O)c2c(nc(c(c2)F)n2c3ncc(cc3c(=O)c(c2)c2c(=O)c3c(ncc(c3)F)[nH]c2)F)[nH]c1)C	9.9	0.0	10.0	7.8
c1nc2c(cc1F)c(=O)ccn2C(C(=O)NC1C2N(CC(C)(S2)C)C1=O)C1C(C)(SC2N1C(=O)C2NC(=O)CC1C(C)(SC2N1C(=O)C2)C)C	8.6	0.0	9.9	8.9
c1(nc2c(cc1F)c(=O)ccn2c1nc2c(cc1F)c(=O)c(cn2C1CC1)C1C(C)(SC2N1C(=O)C2)C)N1CC(C)NCC1	9.5	0.0	8.8	8.9
c1(nc2c(cc1F)c(=O)c(cn2C1C2N(CC(C)(S2)C)C1=O)CC)NC(=O)CN1CC(C)NCC1	8.0	0.0	9.9	7.5
c1(nc2c(cc1F)c(=O)ccn2C1CC1)NC(=O)Cc1c(=O)c2c(nc(c(c2)F)N2CCNCC2)n(c1)C1C2N(CC(C)(S2)C)C1=O	10.0	0.0	10.1	9.0
c1nc2c(cc1F)c(=O)c(cn2c1nc2c(cc1F)c(=O)c(cn2C(C(=O)N)n1c2ncc(cc2c(=O)cc1)F)C1C(C)(SC2N1C(=O)C2)C)CC(=O)N	10.9	0.0	9.5	8.6
CC1(CN2C(S1)C(C2=O)NC(=O)Cc1c(=O)c2c(ncc(c2)F)n(c1)c1nc2c(cc1F)c(=O)ccn2c1nc2c(cc1F)c(=O)ccn2C1C2N(CC(C)(S2)C)C1=O)C	9.7	0.0	9.6	10.0
c1c(cccc1)C(C(=O)NC1C2N(C(C(C)(S2)C)C(C(=O)N)c2c(=O)c3c(ncc(c3)F)[nH]c2)C1=O)C1C(C)(SC2N1C(=O)C2)C	9.2	0.0	9.4	9.9
c1c(cccc1)C(C(=O)N)C1C(C)(SC2N1C(=O)C2Nc1nc2c(cc1F)c(=O)c(c[nH]2)CC(=O)N)C	7.3	0.0	7.9	7.8
CC1(C(N2C(S1)CC2=O)C(C(=O)NC1C2N(C(C(C)(S2)C)c2c(=O)c3c(ncc(c3)F)[nH]c2)C1=O)c1c(=O)c2c(nc(c(c2)F)N2CC(C)NCC2)[nH]c1)C	9.8	0.0	9.7	8.6
c1(nc2c(cc1F)c(=O)c(c[nH]2)CC)n1c2nc(c(cc2c(=O)c(c1)CC(=O)NC1C2N(CC(C)(S2)C)C1=O)F)N1CC(C)NCC1	10.4	0.0	9.0	10.9
CC1(C(N2C(S1)C(C2=O)NC(=O)Cn1c2nc(c(cc2c(=O)cc1)F)n1c2ncc(cc2c(=O)c(c1)C1CC1)F)C1C(C)(SC2N1C(=O)C2)C)C	10.5	0.0	9.9	9.2
c1nc2c(cc1F)c(=O)ccn2C(C(=O)NC1C2N(C(C(C)(S2)C)CC)C1=O)c1c(=O)c2c(nc(c(c2)F)NC(=O)C)[nH]c1	8.9	0.0	8.8	10.0
CC1(C(N2C(S1)C(C2=O)NC(=O)C(n1c2ncc(cc2c(=O)c(c1)C1CC1)F)c1ccccc1)c1ccccc1)C	9.0	0.0	9.5	10.0
c1nc2c(cc1F)c(=O)c(cn2CC(=O)N)c1c(=O)c2c(ncc(c2)F)n(c1)c1nc2c(cc1F)c(=O)c(cn2c1c(F)cc(F)cc1)C1C(C)(SC2N1C(=O)C2)C	9.6	0.0	11.9	8.8
N1(CCNCC1)C1C2N(C(C(C)(S2)C)c2c(=O)c3c(nc(c(c3)F)n3c4ncc(cc4c(=O)c(c3)c3ccccc3)F)n(c2)CC)C1=O	9.8	0.0	9.6	9.1
CC1(C(N2C(S1)C(C2=O)NC(=O)Cc1c(=O)c2c(nc(c(c2)F)N2CCNCC2)n(c1)CC)C(=O)O)C	6.5	0.8	8.1	7.1
c1nc2c(cc1F)c(=O)c(c[nH]2)C(C(=O)NC1C2N(CC(C)(S2)C)C1=O)c1c(=O)c2c(nc(c(c2)F)n2c3nc(c(cc3c(=O)cc2)F)N2CC(C)NCC2)[nH]c1	10.1	1.7	10.7	10.5
CC1(C(N2C(S1)CC2=O)CC(=O)Nc1nc2c(cc1F)c(=O)c(cn2CC(=O)N)C(C(=O)N)C1C(C)(SC2N1C(=O)C2)C)C	8.4	0.0	8.5	8.0
CC1(C(N2C(S1)CC2=O)CC(=O)Nc1nc2c(cc1F)c(=O)ccn2c1nc2c(cc1F)c(=O)ccn2CC(=O)Nc1c(F)cc(F)cc1)C	7.5	0.0	10.7	8.5
N1(CCNCC1)c1nc2c(cc1F)c(=O)c(cn2CC(=O)N)C1C(C)(SC2N1C(=O)C2NC(=O)CN1CC(C)NCC1)C	6.7	0.6	9.5	7.8
c1(nc2c(cc1F)c(=O)c(cn2c1nc2c(cc1F)c(=O)c(c[nH]2)C)C1C(C)(SC2N1C(=O)C2)C)n1c2ncc(cc2c(=O)c(c1)c1c(=O)c2c(ncc(c2)F)[nH]c1)F	10.8	0.0	11.9	10.3
c1nc2c(cc1F)c(=O)c(cn2c1nc2c(cc1F)c(=O)ccn2CC1C(C)(SC2N1C(=O)C2)C)CN1CCNCC1	9.2	0.0	8.5	8.6
CC1CN(CCN1)C1C2N(C(C(C)(S2)C)c2c(=O)c3c(nc(c(c3)F)n3c4nc(c(cc4c(=O)c(c3)C(=O)O)F)N3CCNCC3)[nH]c2)C1=O	9.1	0.0	11.1	9.4
c1(nc2c(cc1F)c(=O)c(c[nH]2)C(C(=O)N)n1c2ncc(cc2c(=O)cc1)F)NC(=O)CC1C(C)(SC2N1C(=O)C2)C	9.1	0.0	9.3	8.5
c1(nc2c(cc1F)c(=O)c(cn2CC(=O)N)C1CC1)NC1C2N(C(C(C)(S2)C)C2CC2)C1=O	7.7	0.0	7.8	7.6
c1(nc2c(cc1F)c(=O)ccn2C1C2N(C(C(C)(S2)C)CC(=O)N)C1=O)Nc1nc2c(cc1F)c(=O)c(c[nH]2)c1c(=O)c2c(ncc(c2)F)[nH]c1	9.6	0.0	10.8	8.8
CC1(C(N2C(S1)CC2=O)C(C(=O)N)c1c(=O)c2c(ncc(c2)F)n(c1)C(C(=O)N)n1c2ncc(cc2c(=O)c(c1)c1c(=O)c2c(ncc(c2)F)[nH]c1)F)C	9.6	0.0	9.2	9.3
c1(nc2c(cc1F)c(=O)c(c[nH]2)C1CC1)NC(=O)Cc1c(=O)c2c(nc(c(c2)F)N2CCNCC2)n(c1)C1C2N(CC(C)(S2)C)C1=O	9.4	0.0	9.3	8.5
c1(nc2c(cc1F)c(=O)ccn2C(C(=O)NC1C2N(CC(C)(S2)C)C1=O)c1ccccc1)Nc1nc2c(cc1F)c(=O)cc[nH]2	9.4	0.0	8.7	9.3
c1nc2c(cc1F)c(=O)ccn2CC(=O)Nc1nc2c(cc1F)c(=O)ccn2CC1C(C)(SC2N1C(=O)C2)C	8.2	1.0	9.2	8.6
c1nc2c(cc1F)c(=O)c(cn2c1nc2c(cc1F)c(=O)ccn2CC(=O)NC1C2N(CC(C)(S2)C)C1=O)C1CC1	8.9	0.0	8.6	9.2
c1(nc2c(cc1F)c(=O)c(c[nH]2)C1C(C)(SC2N1C(=O)C2)C)NC(=O)C(n1c2ncc(cc2c(=O)c(c1)C)F)c1c(=O)c2c(ncc(c2)F)[nH]c1	10.0	1.2	10.2	10.7
CC1(C(N2C(S1)CC2=O)C(C(=O)N)c1c(=O)c2c(ncc(c2)F)n(c1)c1nc2c(cc1F)c(=O)c(c[nH]2)Cc1c(=O)c2c(ncc(c2)F)[nH]c1)C	9.8	0.0	12.4	8.9
c1nc2c(cc1F)c(=O)c(c[nH]2)C1C(C)(SC2N1C(=O)C2n1c2nc(c(cc2c(=O)cc1)F)n1c2nc(c(cc2c(=O)c(c1)C(=O)O)F)N)C	10.6	0.9	10.5	10.1
CC1(C(N2C(S1)CC2=O)Cc1c(=O)c2c(nc(c(c2)F)NC(=O)C)n(c1)C1C2N(C(C(C)(S2)C)c2ccccc2)C1=O)C	8.9	0.0	9.0	7.4
c1(nc2c(cc1F)c(=O)c(cn2c1nc2c(cc1F)c(=O)cc[nH]2)C1C(C)(SC2N1C(=O)C2NC(=O)Cn1c2ncc(cc2c(=O)cc1)F)C)NC(=O)C	9.0	0.0	10.1	8.3
CC1(C(N2C(S1)C(C2=O)n1c2ncc(cc2c(=O)c(c1)c1c(=O)c2c(ncc(c2)F)[nH]c1)F)CC(=O)NC1C2N(C(C(C)(S2)C)C(=O)O)C1=O)C	9.8	1.1	9.2	7.8
c1(nc2c(cc1F)c(=O)c(cn2CC(=O)NC1C2N(CC(C)(S2)C)C1=O)c1c(=O)c2c(ncc(c2)F)n(c1)C)n1c2ncc(cc2c(=O)cc1)F	11.0	0.0	10.1	9.8
c1nc2c(cc1F)c(=O)c(cn2CC(=O)NC1C2N(CC(C)(S2)C)C1=O)Cc1c(=O)c2c(ncc(c2)F)n(c1)C(=O)O	8.2	0.0	9.4	9.0
c1(nc2c(cc1F)c(=O)c(cn2C1C2N(C(C(C)(S2)C)c2c(=O)c3c(nc(c(c3)F)n3c4ncc(cc4c(=O)cc3)F)[nH]c2)C1=O)C1CC1)n1c2ncc(cc2c(=O)cc1)F	12.2	0.0	10.1	9.1
c1(nc2c(cc1F)c(=O)c(cn2C(C(=O)N)C1C(C)(SC2N1C(=O)C2)C)C(C(=O)N)c1c(=O)c2c(ncc(c2)F)[nH]c1)n1c2ncc(cc2c(=O)cc1)F	9.4	0.0	9.8	9.0
c1(nc2c(cc1F)c(=O)c(cn2C1C2N(C(C(C)(S2)C)C(=O)O)C1=O)CC)NC(=O)CN1CCNCC1	7.1	0.0	8.4	7.6
